year,paper,affiliations
2019,3D Local Features for Direct Pairwise Registration,Technical University of Munich
2019,HPLFlowNet: Hierarchical Permutohedral Lattice FlowNet for Scene Flow Estimation on Large-Scale Point Clouds,Google
2019,GPSfM: Global Projective SFM Using Algebraic Constraints on Multi-View Fundamental Matrices,NVIDIA Research
2019,Multi-Level Context Ultra-Aggregation for Stereo Matching,Postdoctoral Scholar in North Carolina State University
2019,"Large-Scale, Metric Structure From Motion for Unordered Light Fields",
2019,Understanding the Limitations of CNN-Based Absolute Camera Pose Regression,"Senior Researcher, Czech Technical University in Prague"
2019,DeepLiDAR: Deep Surface Normal Guided Depth Prediction for Outdoor Scene From Sparse LiDAR Data and Single Color Image,"Phd student, NKU"
2019,Dense Depth Posterior (DDP) From Single Image and Sparse Range,Stanford University
2019,Veritatem Dies Aperit - Temporally Consistent Depth Prediction Enabled by a Multi-Task Geometric and Semantic Scene Understanding Approach,"Department of Computer Science, Durham University"
2019,Segmentation-Driven 6D Object Pose Estimation,"CVLab, EPFL, Switzerland"
2019,Exploiting Temporal Context for 3D Human Pose Estimation in the Wild,"PhD Student, University of Oxford"
2019,What Do Single-View 3D Reconstruction Networks Learn?,Bosch Center for Artificial Intelligence
2019,UniformFace: Learning Deep Equidistributed Representation for Face Recognition,Stanford University
2019,Mask-Guided Portrait Editing With Conditional GANs,USTC
2019,Robust Facial Landmark Detection via Occlusion-Adaptive Deep Networks,City University of Hong Kong
2019,Learning Individual Styles of Conversational Gesture,"Postdoctoral Scholar, Computer Science Division, University of California, Berkeley"
2019,Social Relation Recognition From Videos via Multi-Scale Spatial-Temporal Reasoning,JD AI Research
2019,MS-TCN: Multi-Stage Temporal Convolutional Network for Action Segmentation,University of Bonn
2019,Transferable Interactiveness Knowledge for Human-Object Interaction Detection,"Ph.D., Shanghai Jiao Tong University"
2019,Actional-Structural Graph Convolutional Networks for Skeleton-Based Action Recognition,Shanghai Jiao Tong University
2019,Deep Rigid Instance Scene Flow,MIT
2019,"See More, Know More: Unsupervised Video Object Segmentation With Co-Attention Siamese Networks","School of Software, Shandong University"
2019,Patch-Based Discriminative Feature Learning for Unsupervised Person Re-Identification,Sun Yat-Sen University
2019,SPM-Tracker: Series-Parallel Matching for Real-Time Visual Object Tracking,University of Science and Technology of China
2019,Spatial Fusion GAN for Image Synthesis,Nanyang Technological University
2019,Towards Instance-Level Image-To-Image Translation,Carnegie Mellon University
2019,Dense Intrinsic Appearance Flow for Human Pose Transfer,SenseTime
2019,Depth-Aware Video Frame Interpolation,Apple Inc.
2019,Sliced Wasserstein Generative Models,ETHz
2019,Video Generation From Single Semantic Label Map,"CUHK-SenseTime Joint Lab, The Chinese University of Hong Kong"
2019,"Zoom to Learn, Learn to Zoom",Research Scientist at Adobe
2019,Shape Unicode: A Unified Shape Representation,"PhD, University College London"
2019,Learning Linear Transformations for Fast Image and Video Style Transfer,"University of California, Merced"
2019,Dynamic Scene Deblurring With Parameter Selective Sharing and Nested Skip Connections,Tencent
2019,Events-To-Video: Bringing Modern Computer Vision to Event Cameras,"Research Scientist, Google"
2019,EventNet: Asynchronous Recursive Event Processing,Dense IT Laboratoty
2019,A Simple Pooling-Based Design for Real-Time Salient Object Detection,Nankai University
2019,Contrast Prior and Fluid Pyramid Integration for RGBD Salient Object Detection,"Master, Nankai University"
2019,Progressive Image Deraining Networks: A Better and Simpler Baseline,Harbin Institute of Technology
2019,Attentive Relational Networks for Mapping Images to Scene Graphs,"École polytechnique fédérale de Lausanne (EPFL), CVLab"
2019,Relational Knowledge Distillation,Standigm
2019,On the Intrinsic Dimensionality of Image Representations,Michigan State University
2019,Self-Supervised Spatio-Temporal Representation Learning for Videos by Predicting Motion and Appearance Statistics,The Chinese University of Hong Kong
2019,Classification-Reconstruction Learning for Open-Set Recognition,東京大学
2019,Adversarial Structure Matching for Structured Prediction Tasks,University of Pennsylvania
2019,Deep Asymmetric Metric Learning via Rich Relationship Mining,xidian university
2019,Scene Categorization From Contours: Medial Axis Based Salience Measures,Postdoctoral Fellow @ University of Toronto
2019,Iterative Alignment Network for Continuous Sign Language Recognition,Tencent ARC Lab; University of Science and Technology of China
2019,Neural Sequential Phrase Grounding (SeqGROUND),"Postdoctoral Researcher in Computer Science, ETHZ"
2019,MSCap: Multi-Style Image Captioning With Unpaired Stylized Text,"ByteDance; Ph.D, Institute of Automation of the Chinese Academy Sciences (CASIA)"
2019,Networks for Joint Affine and Non-Parametric Image Registration,UNC Chapel Hill
2019,Learning Shape-Aware Embedding for Scene Text Detection,The Chinese University of Hong Kong
2019,Pay Attention! - Robustifying a Deep Visuomotor Policy Through Task-Focused Visual Attention,"Computer Science PhD student, University of Central Florida"
2019,Deep Blind Video Decaptioning by Temporal Aggregation and Recurrence,KAIST
2019,Adversarial Attacks Beyond the Image Space,University of Toronto
2019,Evading Defenses to Transferable Adversarial Examples by Translation-Invariant Attacks,Tsinghua University
2019,Decoupling Direction and Norm for Efficient Gradient-Based L2 Adversarial Attacks and Defenses,"PhD Student, École de Technologie Superieure (ÉTS)"
2019,Learning to Quantize Deep Networks by Optimizing Quantization Intervals With Task Loss,Samsung Advanced Institute of Technology
2019,Unsupervised Learning of Dense Shape Correspondence,PhD Student
2019,Balanced Self-Paced Learning for Generative Adversarial Clustering Network,University of Pittsburgh
2019,A Style-Based Generator Architecture for Generative Adversarial Networks,NVIDIA
2019,Parallel Optimal Transport GAN,"PhD student of Engineering, Monash University"
2019,3D-SIS: 3D Semantic Instance Segmentation of RGB-D Scans,"Visual Computing & AI, Technical University of Munich"
2019,Occupancy Networks: Learning 3D Reconstruction in Function Space,"Max Planck Institute for Intelligent System, Tübingen"
2019,SiCloPe: Silhouette-Based Clothed People,Waseda University
2019,Convolutional Mesh Regression for Single-Image Human Shape Reconstruction,PhD Student at University of Pennsylvania
2019,H+O: Unified Egocentric Recognition of 3D Hand-Object Poses and Interactions,Microsoft
2019,Learning the Depths of Moving People by Watching Frozen People,Cornell University
2019,Extreme Relative Pose Estimation for RGB-D Scans via Scene Completion,The University of Texas at Austin
2019,A Skeleton-Bridged Deep Learning Approach for Generating Meshes of Complex Topologies From Single RGB Images,South China University of Technology
2019,Learning Structure-And-Motion-Aware Rolling Shutter Correction,NEC Labs America
2019,PVNet: Pixel-Wise Voting Network for 6DoF Pose Estimation,Zhejiang University
2019,Deeper and Wider Siamese Networks for Real-Time Visual Tracking,[Student] 中国科学院自动化研究所
2019,Diverse Generation for Multi-Agent Sports Games,"Research Assistant Professor, Toyota Technology Institute at Chicago"
2019,GFrames: Gradient-Based Local Reference Frame for 3D Shape Matching,"Postdoc, Computer Science, Sapienza University of Rome"
2019,Eliminating Exposure Bias and Metric Mismatch in Multiple Object Tracking,Google Research
2019,ATOM: Accurate Tracking by Overlap Maximization,"Researcher, ETH Zurich"
2019,Visual Tracking via Adaptive Spatially-Regularized Correlation Filters,Dalian University of Technology
2019,Deep Tree Learning for Zero-Shot Face Anti-Spoofing,"Research Scientist, Google Research"
2019,ArcFace: Additive Angular Margin Loss for Deep Face Recognition,Imperial College London
2019,Learning Joint Gait Representation via Quintuplet Loss Minimization,Australian National University
2019,Gait Recognition via Disentangled Representation Learning,Michigan State University
2019,Reversible GANs for Memory-Efficient Image-To-Image Translation,Imperial College London
2019,Sensitive-Sample Fingerprinting of Deep Neural Networks,Princeton University
2019,Handwriting Recognition in Low-Resource Scripts Using Adversarial Learning,"PhD Student, SketchX@CVSSP, University of Surrey (UK)"
2019,Adversarial Defense Through Network Profiling Based Path Extraction,Shanghai Jiao Tong University
2019,SpotTune: Transfer Learning Through Adaptive Fine-Tuning,"Postdoc, UC Berkeley"
2019,Signal-To-Noise Ratio: A Robust Distance Metric for Deep Metric Learning,Beijing University of Technology
2019,Detection Based Defense Against Adversarial Examples From the Steganalysis Point of View,University of Science and Technology of China
2019,HetConv: Heterogeneous Kernel-Based Convolutions for Deep CNNs,"Assistant Professor, IIT Roorkee"
2019,Strike (With) a Pose: Neural Networks Are Easily Fooled by Strange Poses of Familiar Objects,"AI Center of Excellence Fellow, USDA Agricultural Research Service"
2019,Instance-Level Meta Normalization,Carnegie Mellon University
2019,LP-3DCNN: Unveiling Local Phase in 3D Convolutional Neural Networks,"Institute for Datability Science, Osaka University"
2019,Attribute-Driven Feature Disentangling and Temporal Aggregation for Video Person Re-Identification,Alibaba DAMO Academy
2019,Knockoff Nets: Stealing Functionality of Black-Box Models,Qualcomm AI Research
2019,Deep Embedding Learning With Discriminative Sampling Policy,Stanford University
2019,Looking for the Devil in the Details: Learning Trilinear Attention Sampling Network for Fine-Grained Image Recognition,USTC
2019,Domain-Symmetric Networks for Adversarial Domain Adaptation,The Hong Kong Polytechnic University
2019,Label Propagation for Deep Semi-Supervised Learning,Google
2019,Context-Aware Crowd Counting,"Ph.D. candidate, CVLab, EPFL"
2019,Detect-To-Retrieve: Efficient Regional Aggregation for Image Search,University of Cambrige
2019,On Exploring Undetermined Relationships for Visual Relationship Detection,JD Explore Academy
2019,Learning Without Memorizing,Johns Hopkins University
2019,Dynamic Recursive Neural Network,The University of Hong Kong
2019,RepMet: Representative-Based Metric Learning for Classification and Few-Shot Object Detection,"Research Scientist & Manager, IBM Research AI"
2019,Ranked List Loss for Deep Metric Learning,"Zenith Ai (Sr Researcher), University of Oxford (Visit Scholar)"
2019,Precise Detection in Densely Packed Scenes,"Faculty of Engineering, Bar Ilan University"
2019,KE-GAN: Knowledge Embedded Generative Adversarial Networks for Semi-Supervised Scene Parsing,"École polytechnique fédérale de Lausanne (EPFL), CVLab"
2019,Fast User-Guided Video Object Segmentation by Interaction-And-Propagation Networks,Yonsei University
2019,FickleNet: Weakly and Semi-Supervised Semantic Image Segmentation Using Stochastic Inference,Seoul National University
2019,DeepFlux for Skeletons in the Wild,Meituan Inc.
2019,Interactive Image Segmentation via Backpropagating Refinement Scheme,"Postdoctoral Fellow, Harvard University"
2019,Scene Parsing via Integrated Classification Model and Variance-Based Regularization,Monash University
2019,Surface Reconstruction From Normals: A Robust DGP-Based Discontinuity Preservation Approach,"Assistant Professor, Research Institute for Future Media Computing, Shenzhen University"
2019,Jumping Manifolds: Geometry Aware Dense Non-Rigid Structure From Motion,"ETH Zurich, Google Research"
2019,LVIS: A Dataset for Large Vocabulary Instance Segmentation,"PhD Student, Stanford University"
2019,Fast Object Class Labelling via Speech,Research Scientist @ Google Research
2019,Creative Flow+ Dataset,"Senior Research Scientist, NVIDIA"
